player_name,total_runs,balls_faced,dismissals,strike_rate,total_wickets,runs_conceded,balls_bowled,overs_bowled,economy_rate,player_ID,runs_per_dismissal,balls_per_run,cluster_id,improvement_plan
K Upadhyay,12.0,9.0,0.0,133.33333333333331,0.0,81.0,56.0,9.333333333333334,8.678571428571429,Player_269,12.0,0.75,0,Focus on maintaining strike rate and improving consistency. Training on aggressive play can help.
K Yadav,0.0,4.0,0.0,0.0,0.0,17.0,12.0,2.0,8.5,Player_270,0.0,4.0,3,"Work on basic batting techniques, increasing run accumulation, and boosting confidence with more match practice."
KA Jamieson,65.0,55.0,3.0,118.1818181818182,9.0,271.0,179.0,29.83333333333333,9.083798882681563,Player_271,21.666666666666668,0.8461538461538461,0,Focus on maintaining strike rate and improving consistency. Training on aggressive play can help.
KA Pollard,3437.0,2447.0,129.0,140.45770331017573,81.0,2200.0,1586.0,264.3333333333333,8.32282471626734,Player_272,26.643410852713178,0.7119581029967995,1,Elite performance. Focus on sustaining high-level metrics and advanced skills.
KAJ Roach,10.0,9.0,1.0,111.11111111111111,0.0,80.0,52.0,8.666666666666666,9.230769230769232,Player_273,10.0,0.9,0,Focus on maintaining strike rate and improving consistency. Training on aggressive play can help.
KB Arun Karthik,51.0,53.0,5.0,96.22641509433964,0.0,0.0,0.0,0.0,0.0,Player_274,10.2,1.0392156862745099,0,Focus on maintaining strike rate and improving consistency. Training on aggressive play can help.
KC Cariappa,24.0,21.0,3.0,114.28571428571428,8.0,349.0,224.0,37.333333333333336,9.348214285714285,Player_275,8.0,0.875,0,Focus on maintaining strike rate and improving consistency. Training on aggressive play can help.
KC Sangakkara,1687.0,1424.0,69.0,118.4691011235955,0.0,0.0,0.0,0.0,0.0,Player_276,24.44927536231884,0.8441019561351512,2,Solid mid-level performance. Target improving strike rate and converting starts into big scores.
KD Karthik,4377.0,3386.0,168.0,129.26757235676314,0.0,0.0,0.0,0.0,0.0,Player_277,26.053571428571427,0.7735892163582362,1,Elite performance. Focus on sustaining high-level metrics and advanced skills.
KH Pandya,1326.0,1003.0,58.0,132.20338983050848,65.0,2066.0,1725.0,287.5,7.18608695652174,Player_278,22.862068965517242,0.7564102564102564,2,Solid mid-level performance. Target improving strike rate and converting starts into big scores.
KJ Abbott,13.0,8.0,1.0,162.5,2.0,182.0,102.0,17.0,10.705882352941176,Player_279,13.0,0.6153846153846154,0,Focus on maintaining strike rate and improving consistency. Training on aggressive play can help.
KK Ahmed,1.0,7.0,5.0,14.285714285714285,51.0,1116.0,809.0,134.83333333333334,8.276885043263288,Player_280,0.2,7.0,3,"Work on basic batting techniques, increasing run accumulation, and boosting confidence with more match practice."
KK Cooper,116.0,70.0,9.0,165.71428571428572,36.0,789.0,600.0,100.0,7.89,Player_281,12.88888888888889,0.603448275862069,0,Focus on maintaining strike rate and improving consistency. Training on aggressive play can help.
KK Nair,1496.0,1192.0,65.0,125.503355704698,0.0,0.0,0.0,0.0,0.0,Player_282,23.015384615384615,0.7967914438502673,2,Solid mid-level performance. Target improving strike rate and converting starts into big scores.
KL Nagarkoti,22.0,34.0,4.0,64.70588235294117,5.0,287.0,185.0,30.83333333333333,9.308108108108108,Player_283,5.5,1.5454545454545454,3,"Work on basic batting techniques, increasing run accumulation, and boosting confidence with more match practice."
KL Rahul,3895.0,2933.0,84.0,132.79918172519604,0.0,0.0,0.0,0.0,0.0,Player_284,46.36904761904762,0.7530166880616175,1,Elite performance. Focus on sustaining high-level metrics and advanced skills.
KM Asif,0.0,0.0,0.0,0.0,4.0,93.0,52.0,8.666666666666666,10.730769230769232,Player_285,0.0,0.0,3,"Work on basic batting techniques, increasing run accumulation, and boosting confidence with more match practice."
KM Jadhav,1196.0,1002.0,54.0,119.36127744510978,0.0,0.0,0.0,0.0,0.0,Player_286,22.14814814814815,0.8377926421404682,2,Solid mid-level performance. Target improving strike rate and converting starts into big scores.
KMA Paul,18.0,26.0,4.0,69.23076923076923,10.0,239.0,180.0,30.0,7.966666666666667,Player_287,4.5,1.4444444444444444,3,"Work on basic batting techniques, increasing run accumulation, and boosting confidence with more match practice."
KMDN Kulasekara,5.0,3.0,0.0,166.66666666666669,6.0,122.0,107.0,17.833333333333332,6.841121495327103,Player_288,5.0,0.6,0,Focus on maintaining strike rate and improving consistency. Training on aggressive play can help.
KP Appanna,2.0,4.0,1.0,50.0,11.0,291.0,222.0,37.0,7.864864864864865,Player_289,2.0,2.0,3,"Work on basic batting techniques, increasing run accumulation, and boosting confidence with more match practice."
KP Pietersen,1001.0,758.0,29.0,132.05804749340368,9.0,218.0,180.0,30.0,7.266666666666667,Player_290,34.51724137931034,0.7572427572427572,2,Solid mid-level performance. Target improving strike rate and converting starts into big scores.
KR Sen,0.0,3.0,0.0,0.0,8.0,240.0,157.0,26.166666666666668,9.171974522292992,Player_291,0.0,3.0,3,"Work on basic batting techniques, increasing run accumulation, and boosting confidence with more match practice."
KS Bharat,199.0,168.0,7.0,118.45238095238096,0.0,0.0,0.0,0.0,0.0,Player_292,28.428571428571427,0.8442211055276382,0,Focus on maintaining strike rate and improving consistency. Training on aggressive play can help.
KS Sharma,4.0,4.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,Player_293,4.0,1.0,0,Focus on maintaining strike rate and improving consistency. Training on aggressive play can help.
KS Williamson,2105.0,1707.0,57.0,123.31575864089046,0.0,31.0,18.0,3.0,10.333333333333334,Player_294,36.92982456140351,0.8109263657957244,2,Solid mid-level performance. Target improving strike rate and converting starts into big scores.
KV Sharma,317.0,285.0,21.0,111.2280701754386,64.0,1645.0,1239.0,206.5,7.966101694915254,Player_295,15.095238095238095,0.8990536277602523,0,Focus on maintaining strike rate and improving consistency. Training on aggressive play can help.
KW Richardson,36.0,39.0,3.0,92.3076923076923,21.0,479.0,345.0,57.5,8.330434782608696,Player_296,12.0,1.0833333333333333,0,Focus on maintaining strike rate and improving consistency. Training on aggressive play can help.
Kamran Akmal,128.0,78.0,4.0,164.1025641025641,0.0,0.0,0.0,0.0,0.0,Player_297,32.0,0.609375,0,Focus on maintaining strike rate and improving consistency. Training on aggressive play can help.
Kamran Khan,3.0,5.0,1.0,60.0,14.0,248.0,177.0,29.5,8.40677966101695,Player_298,3.0,1.6666666666666667,3,"Work on basic batting techniques, increasing run accumulation, and boosting confidence with more match practice."
Karanveer Singh,12.0,17.0,1.0,70.58823529411765,14.0,323.0,213.0,35.5,9.098591549295774,Player_299,12.0,1.4166666666666667,3,"Work on basic batting techniques, increasing run accumulation, and boosting confidence with more match practice."
Kartik Tyagi,13.0,16.0,4.0,81.25,15.0,576.0,388.0,64.66666666666667,8.90721649484536,Player_300,3.25,1.2307692307692308,3,"Work on basic batting techniques, increasing run accumulation, and boosting confidence with more match practice."
Kuldeep Yadav,105.0,130.0,5.0,80.76923076923077,64.0,1671.0,1219.0,203.16666666666663,8.224774405250205,Player_301,21.0,1.2380952380952381,0,Focus on maintaining strike rate and improving consistency. Training on aggressive play can help.
L Ablish,0.0,2.0,0.0,0.0,5.0,76.0,45.0,7.5,10.133333333333333,Player_302,0.0,2.0,3,"Work on basic batting techniques, increasing run accumulation, and boosting confidence with more match practice."
L Balaji,36.0,50.0,7.0,72.0,85.0,2083.0,1574.0,262.3333333333333,7.940279542566709,Player_303,5.142857142857143,1.3888888888888888,3,"Work on basic batting techniques, increasing run accumulation, and boosting confidence with more match practice."
L Ngidi,0.0,0.0,0.0,0.0,28.0,460.0,342.0,57.0,8.070175438596491,Player_304,0.0,0.0,3,"Work on basic batting techniques, increasing run accumulation, and boosting confidence with more match practice."
L Ronchi,34.0,37.0,3.0,91.8918918918919,0.0,0.0,0.0,0.0,0.0,Player_305,11.333333333333334,1.088235294117647,0,Focus on maintaining strike rate and improving consistency. Training on aggressive play can help.
LA Carseldine,81.0,71.0,3.0,114.08450704225352,1.0,6.0,7.0,1.1666666666666667,5.142857142857142,Player_306,27.0,0.8765432098765432,0,Focus on maintaining strike rate and improving consistency. Training on aggressive play can help.
LA Pomersbach,302.0,251.0,11.0,120.3187250996016,0.0,0.0,0.0,0.0,0.0,Player_307,27.454545454545453,0.8311258278145696,0,Focus on maintaining strike rate and improving consistency. Training on aggressive play can help.
LE Plunkett,1.0,3.0,1.0,33.33333333333333,4.0,228.0,154.0,25.666666666666668,8.883116883116882,Player_308,1.0,3.0,3,"Work on basic batting techniques, increasing run accumulation, and boosting confidence with more match practice."
LH Ferguson,67.0,47.0,3.0,142.5531914893617,46.0,1093.0,805.0,134.16666666666666,8.146583850931677,Player_309,22.333333333333332,0.7014925373134329,0,Focus on maintaining strike rate and improving consistency. Training on aggressive play can help.
LI Meriwala,0.0,0.0,0.0,0.0,1.0,32.0,19.0,3.1666666666666665,10.105263157894738,Player_310,0.0,0.0,3,"Work on basic batting techniques, increasing run accumulation, and boosting confidence with more match practice."
LJ Wright,106.0,63.0,4.0,168.25396825396825,2.0,125.0,75.0,12.5,10.0,Player_311,26.5,0.5943396226415094,0,Focus on maintaining strike rate and improving consistency. Training on aggressive play can help.
LMP Simmons,1079.0,878.0,27.0,122.89293849658314,1.0,34.0,18.0,3.0,11.333333333333334,Player_312,39.96296296296296,0.8137164040778498,2,Solid mid-level performance. Target improving strike rate and converting starts into big scores.
LPC Silva,40.0,27.0,2.0,148.14814814814815,0.0,21.0,6.0,1.0,21.0,Player_313,20.0,0.675,0,Focus on maintaining strike rate and improving consistency. Training on aggressive play can help.
LR Shukla,405.0,358.0,29.0,113.12849162011172,17.0,458.0,326.0,54.333333333333336,8.429447852760736,Player_314,13.96551724137931,0.8839506172839506,0,Focus on maintaining strike rate and improving consistency. Training on aggressive play can help.
LRPL Taylor,1017.0,847.0,41.0,120.07083825265644,0.0,24.0,13.0,2.1666666666666665,11.076923076923078,Player_315,24.804878048780488,0.8328416912487709,2,Solid mid-level performance. Target improving strike rate and converting starts into big scores.
LS Livingstone,549.0,352.0,20.0,155.9659090909091,6.0,215.0,150.0,25.0,8.6,Player_316,27.45,0.6411657559198543,0,Focus on maintaining strike rate and improving consistency. Training on aggressive play can help.
Lalit Yadav,229.0,227.0,8.0,100.88105726872249,8.0,253.0,194.0,32.333333333333336,7.824742268041237,Player_317,28.625,0.9912663755458515,0,Focus on maintaining strike rate and improving consistency. Training on aggressive play can help.
M Ashwin,35.0,50.0,8.0,70.0,35.0,1129.0,873.0,145.5,7.759450171821306,Player_318,4.375,1.4285714285714286,3,"Work on basic batting techniques, increasing run accumulation, and boosting confidence with more match practice."
M Jansen,9.0,11.0,3.0,81.81818181818183,10.0,325.0,241.0,40.16666666666666,8.091286307053942,Player_319,3.0,1.2222222222222223,3,"Work on basic batting techniques, increasing run accumulation, and boosting confidence with more match practice."
M Kaif,259.0,258.0,16.0,100.3875968992248,0.0,0.0,0.0,0.0,0.0,Player_320,16.1875,0.9961389961389961,0,Focus on maintaining strike rate and improving consistency. Training on aggressive play can help.
M Kartik,113.0,109.0,7.0,103.6697247706422,39.0,1418.0,1182.0,197.0,7.197969543147208,Player_321,16.142857142857142,0.9646017699115044,0,Focus on maintaining strike rate and improving consistency. Training on aggressive play can help.
M Klinger,73.0,78.0,4.0,93.5897435897436,0.0,0.0,0.0,0.0,0.0,Player_322,18.25,1.0684931506849316,0,Focus on maintaining strike rate and improving consistency. Training on aggressive play can help.
M Manhas,514.0,486.0,24.0,105.76131687242798,0.0,42.0,42.0,7.0,6.0,Player_323,21.416666666666668,0.9455252918287937,0,Focus on maintaining strike rate and improving consistency. Training on aggressive play can help.
M Markande,27.0,30.0,3.0,90.0,17.0,522.0,365.0,60.833333333333336,8.580821917808219,Player_324,9.0,1.1111111111111112,0,Focus on maintaining strike rate and improving consistency. Training on aggressive play can help.
M Morkel,126.0,93.0,11.0,135.48387096774192,88.0,2136.0,1699.0,283.1666666666667,7.543260741612713,Player_325,11.454545454545455,0.7380952380952381,0,Focus on maintaining strike rate and improving consistency. Training on aggressive play can help.
M Muralitharan,20.0,30.0,6.0,66.66666666666666,67.0,1765.0,1581.0,263.5,6.698292220113852,Player_326,3.3333333333333335,1.5,3,"Work on basic batting techniques, increasing run accumulation, and boosting confidence with more match practice."
M Ntini,11.0,19.0,1.0,57.89473684210527,8.0,257.0,213.0,35.5,7.23943661971831,Player_327,11.0,1.7272727272727273,3,"Work on basic batting techniques, increasing run accumulation, and boosting confidence with more match practice."
M Pathirana,0.0,0.0,0.0,0.0,2.0,56.0,48.0,8.0,7.0,Player_328,0.0,0.0,3,"Work on basic batting techniques, increasing run accumulation, and boosting confidence with more match practice."
M Prasidh Krishna,9.0,24.0,2.0,37.5,54.0,1741.0,1231.0,205.16666666666663,8.48578391551584,Player_329,4.5,2.6666666666666665,3,"Work on basic batting techniques, increasing run accumulation, and boosting confidence with more match practice."
M Rawat,55.0,70.0,5.0,78.57142857142857,0.0,0.0,0.0,0.0,0.0,Player_330,11.0,1.2727272727272727,3,"Work on basic batting techniques, increasing run accumulation, and boosting confidence with more match practice."
M Shahrukh Khan,270.0,236.0,13.0,114.40677966101696,0.0,0.0,0.0,0.0,0.0,Player_331,20.76923076923077,0.8740740740740741,0,Focus on maintaining strike rate and improving consistency. Training on aggressive play can help.
M Theekshana,7.0,7.0,1.0,100.0,12.0,267.0,212.0,35.333333333333336,7.556603773584905,Player_332,7.0,1.0,0,Focus on maintaining strike rate and improving consistency. Training on aggressive play can help.
M Vijay,2619.0,2208.0,97.0,118.61413043478262,0.0,49.0,37.0,6.166666666666667,7.945945945945946,Player_333,27.0,0.843069873997709,2,Solid mid-level performance. Target improving strike rate and converting starts into big scores.
M Vohra,1073.0,852.0,47.0,125.93896713615024,0.0,0.0,0.0,0.0,0.0,Player_334,22.829787234042552,0.7940354147250699,2,Solid mid-level performance. Target improving strike rate and converting starts into big scores.
M de Lange,1.0,2.0,1.0,50.0,6.0,171.0,116.0,19.33333333333333,8.844827586206897,Player_335,1.0,2.0,3,"Work on basic batting techniques, increasing run accumulation, and boosting confidence with more match practice."
MA Agarwal,2335.0,1803.0,102.0,129.5063782584581,0.0,0.0,0.0,0.0,0.0,Player_336,22.892156862745097,0.7721627408993575,2,Solid mid-level performance. Target improving strike rate and converting starts into big scores.
MA Khote,24.0,22.0,2.0,109.09090909090908,2.0,52.0,30.0,5.0,10.4,Player_337,12.0,0.9166666666666666,0,Focus on maintaining strike rate and improving consistency. Training on aggressive play can help.
MA Starc,96.0,98.0,6.0,97.95918367346938,39.0,725.0,612.0,102.0,7.107843137254902,Player_338,16.0,1.0208333333333333,0,Focus on maintaining strike rate and improving consistency. Training on aggressive play can help.
MA Wood,1.0,5.0,1.0,20.0,0.0,50.0,25.0,4.166666666666667,12.0,Player_339,1.0,5.0,3,"Work on basic batting techniques, increasing run accumulation, and boosting confidence with more match practice."
MB Parmar,0.0,0.0,0.0,0.0,0.0,33.0,19.0,3.1666666666666665,10.421052631578949,Player_340,0.0,0.0,3,"Work on basic batting techniques, increasing run accumulation, and boosting confidence with more match practice."
MC Henriques,1000.0,801.0,38.0,124.84394506866415,46.0,1302.0,979.0,163.16666666666666,7.979570990806946,Player_341,26.31578947368421,0.801,2,Solid mid-level performance. Target improving strike rate and converting starts into big scores.
MC Juneja,125.0,134.0,7.0,93.28358208955224,0.0,0.0,0.0,0.0,0.0,Player_342,17.857142857142858,1.072,0,Focus on maintaining strike rate and improving consistency. Training on aggressive play can help.
MD Mishra,237.0,213.0,15.0,111.26760563380284,0.0,0.0,0.0,0.0,0.0,Player_343,15.8,0.8987341772151899,0,Focus on maintaining strike rate and improving consistency. Training on aggressive play can help.
MDKJ Perera,14.0,13.0,2.0,107.6923076923077,0.0,0.0,0.0,0.0,0.0,Player_344,7.0,0.9285714285714286,0,Focus on maintaining strike rate and improving consistency. Training on aggressive play can help.
MEK Hussey,1977.0,1648.0,52.0,119.96359223300972,0.0,0.0,0.0,0.0,0.0,Player_345,38.01923076923077,0.8335862417804755,2,Solid mid-level performance. Target improving strike rate and converting starts into big scores.
MF Maharoof,177.0,124.0,10.0,142.74193548387098,33.0,532.0,441.0,73.5,7.238095238095238,Player_346,17.7,0.7005649717514124,0,Focus on maintaining strike rate and improving consistency. Training on aggressive play can help.
MG Johnson,167.0,168.0,14.0,99.40476190476193,66.0,1740.0,1301.0,216.8333333333333,8.024596464258263,Player_347,11.928571428571429,1.0059880239520957,0,Focus on maintaining strike rate and improving consistency. Training on aggressive play can help.
MG Neser,0.0,0.0,0.0,0.0,0.0,62.0,25.0,4.166666666666667,14.88,Player_348,0.0,0.0,3,"Work on basic batting techniques, increasing run accumulation, and boosting confidence with more match practice."
MJ Clarke,98.0,96.0,6.0,102.08333333333331,3.0,72.0,66.0,11.0,6.545454545454546,Player_349,16.333333333333332,0.9795918367346939,0,Focus on maintaining strike rate and improving consistency. Training on aggressive play can help.
MJ Guptill,271.0,197.0,12.0,137.56345177664974,0.0,0.0,0.0,0.0,0.0,Player_350,22.583333333333332,0.7269372693726938,0,Focus on maintaining strike rate and improving consistency. Training on aggressive play can help.
MJ Henry,0.0,0.0,0.0,0.0,2.0,71.0,31.0,5.166666666666667,13.741935483870966,Player_351,0.0,0.0,3,"Work on basic batting techniques, increasing run accumulation, and boosting confidence with more match practice."
MJ Lumb,278.0,198.0,10.0,140.4040404040404,0.0,0.0,0.0,0.0,0.0,Player_352,27.8,0.7122302158273381,0,Focus on maintaining strike rate and improving consistency. Training on aggressive play can help.
MJ McClenaghan,85.0,73.0,11.0,116.43835616438356,75.0,1839.0,1346.0,224.3333333333333,8.197622585438335,Player_353,7.7272727272727275,0.8588235294117647,0,Focus on maintaining strike rate and improving consistency. Training on aggressive play can help.
MJ Santner,54.0,55.0,3.0,98.1818181818182,10.0,282.0,244.0,40.66666666666666,6.9344262295081975,Player_354,18.0,1.0185185185185186,0,Focus on maintaining strike rate and improving consistency. Training on aggressive play can help.
MK Lomror,267.0,214.0,13.0,124.76635514018692,1.0,92.0,73.0,12.166666666666666,7.561643835616438,Player_355,20.53846153846154,0.8014981273408239,0,Focus on maintaining strike rate and improving consistency. Training on aggressive play can help.
MK Pandey,3657.0,3106.0,122.0,117.73985833869928,0.0,0.0,0.0,0.0,0.0,Player_356,29.975409836065573,0.8493300519551545,1,Elite performance. Focus on sustaining high-level metrics and advanced skills.
MK Tiwary,1695.0,1489.0,61.0,113.83478844862324,1.0,83.0,45.0,7.5,11.066666666666666,Player_357,27.78688524590164,0.8784660766961652,2,Solid mid-level performance. Target improving strike rate and converting starts into big scores.
ML Hayden,1107.0,839.0,28.0,131.94278903456495,0.0,0.0,0.0,0.0,0.0,Player_358,39.535714285714285,0.7579042457091237,2,Solid mid-level performance. Target improving strike rate and converting starts into big scores.
MM Ali,910.0,652.0,37.0,139.57055214723923,29.0,631.0,564.0,94.0,6.712765957446808,Player_359,24.594594594594593,0.7164835164835165,0,Focus on maintaining strike rate and improving consistency. Training on aggressive play can help.
MM Patel,39.0,41.0,5.0,95.1219512195122,82.0,1733.0,1382.0,230.3333333333333,7.523878437047757,Player_360,7.8,1.0512820512820513,0,Focus on maintaining strike rate and improving consistency. Training on aggressive play can help.
MM Sharma,122.0,120.0,14.0,101.66666666666666,100.0,2488.0,1795.0,299.1666666666667,8.316434540389972,Player_361,8.714285714285714,0.9836065573770492,0,Focus on maintaining strike rate and improving consistency. Training on aggressive play can help.
MN Samuels,161.0,174.0,12.0,92.52873563218392,10.0,285.0,219.0,36.5,7.808219178082192,Player_362,13.416666666666666,1.0807453416149069,0,Focus on maintaining strike rate and improving consistency. Training on aggressive play can help.
MN van Wyk,167.0,135.0,3.0,123.7037037037037,0.0,0.0,0.0,0.0,0.0,Player_363,55.666666666666664,0.8083832335329342,0,Focus on maintaining strike rate and improving consistency. Training on aggressive play can help.
MP Stoinis,1070.0,813.0,41.0,131.61131611316114,35.0,1072.0,675.0,112.5,9.528888888888888,Player_364,26.097560975609756,0.7598130841121495,2,Solid mid-level performance. Target improving strike rate and converting starts into big scores.
MR Marsh,476.0,394.0,20.0,120.81218274111676,24.0,528.0,407.0,67.83333333333333,7.783783783783784,Player_365,23.8,0.8277310924369747,0,Focus on maintaining strike rate and improving consistency. Training on aggressive play can help.
MS Bisla,798.0,737.0,37.0,108.27679782903662,0.0,0.0,0.0,0.0,0.0,Player_366,21.56756756756757,0.9235588972431078,0,Focus on maintaining strike rate and improving consistency. Training on aggressive play can help.
MS Dhoni,4978.0,3802.0,142.0,130.93108890057866,0.0,0.0,0.0,0.0,0.0,Player_367,35.056338028169016,0.7637605464041783,1,Elite performance. Focus on sustaining high-level metrics and advanced skills.
MS Gony,99.0,76.0,9.0,130.26315789473685,39.0,1317.0,925.0,154.16666666666666,8.542702702702703,Player_368,11.0,0.7676767676767676,0,Focus on maintaining strike rate and improving consistency. Training on aggressive play can help.
MS Wade,179.0,178.0,12.0,100.561797752809,0.0,0.0,0.0,0.0,0.0,Player_369,14.916666666666666,0.994413407821229,0,Focus on maintaining strike rate and improving consistency. Training on aggressive play can help.
MV Boucher,394.0,318.0,15.0,123.89937106918238,0.0,0.0,0.0,0.0,0.0,Player_370,26.266666666666666,0.8071065989847716,0,Focus on maintaining strike rate and improving consistency. Training on aggressive play can help.
Mandeep Singh,1692.0,1402.0,82.0,120.68473609129816,0.0,26.0,12.0,2.0,13.0,Player_371,20.634146341463413,0.8286052009456265,2,Solid mid-level performance. Target improving strike rate and converting starts into big scores.
Mashrafe Mortaza,2.0,2.0,0.0,100.0,1.0,59.0,28.0,4.666666666666667,12.642857142857142,Player_372,2.0,1.0,3,"Work on basic batting techniques, increasing run accumulation, and boosting confidence with more match practice."
Misbah-ul-Haq,117.0,82.0,9.0,142.6829268292683,0.0,0.0,0.0,0.0,0.0,Player_373,13.0,0.7008547008547008,0,Focus on maintaining strike rate and improving consistency. Training on aggressive play can help.
Mohammad Ashraful,2.0,12.0,1.0,16.666666666666664,0.0,0.0,0.0,0.0,0.0,Player_374,2.0,6.0,3,"Work on basic batting techniques, increasing run accumulation, and boosting confidence with more match practice."
Mohammad Asif,3.0,6.0,2.0,50.0,9.0,307.0,199.0,33.166666666666664,9.256281407035177,Player_375,1.5,2.0,3,"Work on basic batting techniques, increasing run accumulation, and boosting confidence with more match practice."
Mohammad Hafeez,64.0,84.0,8.0,76.19047619047619,2.0,71.0,63.0,10.5,6.761904761904762,Player_376,8.0,1.3125,3,"Work on basic batting techniques, increasing run accumulation, and boosting confidence with more match practice."
Mohammad Nabi,186.0,126.0,13.0,147.61904761904762,13.0,417.0,345.0,57.5,7.252173913043478,Player_377,14.307692307692308,0.6774193548387096,0,Focus on maintaining strike rate and improving consistency. Training on aggressive play can help.
Mohammed Shami,69.0,74.0,11.0,93.24324324324324,116.0,2954.0,2118.0,353.0,8.36827195467422,Player_378,6.2727272727272725,1.0724637681159421,0,Focus on maintaining strike rate and improving consistency. Training on aggressive play can help.
Mohammed Siraj,96.0,111.0,8.0,86.48648648648648,61.0,1992.0,1402.0,233.66666666666663,8.524964336661911,Player_379,12.0,1.15625,0,Focus on maintaining strike rate and improving consistency. Training on aggressive play can help.
Mohsin Khan,23.0,19.0,1.0,121.05263157894736,14.0,202.0,206.0,34.333333333333336,5.883495145631067,Player_380,23.0,0.8260869565217391,0,Focus on maintaining strike rate and improving consistency. Training on aggressive play can help.
Monu Kumar,0.0,0.0,0.0,0.0,0.0,20.0,16.0,2.6666666666666665,7.5,Player_381,0.0,0.0,3,"Work on basic batting techniques, increasing run accumulation, and boosting confidence with more match practice."
Mujeeb Ur Rahman,12.0,15.0,3.0,80.0,20.0,598.0,452.0,75.33333333333333,7.938053097345133,Player_382,4.0,1.25,3,"Work on basic batting techniques, increasing run accumulation, and boosting confidence with more match practice."
Mukesh Choudhary,6.0,6.0,0.0,100.0,16.0,425.0,291.0,48.5,8.762886597938145,Player_383,6.0,1.0,0,Focus on maintaining strike rate and improving consistency. Training on aggressive play can help.
Mustafizur Rahman,12.0,22.0,1.0,54.54545454545454,55.0,1389.0,1086.0,181.0,7.6740331491712706,Player_384,12.0,1.8333333333333333,3,"Work on basic batting techniques, increasing run accumulation, and boosting confidence with more match practice."
N Jagadeesan,73.0,71.0,3.0,102.8169014084507,0.0,0.0,0.0,0.0,0.0,Player_385,24.333333333333332,0.9726027397260274,0,Focus on maintaining strike rate and improving consistency. Training on aggressive play can help.
N Pooran,912.0,630.0,37.0,144.76190476190476,0.0,0.0,0.0,0.0,0.0,Player_386,24.64864864864865,0.6907894736842105,0,Focus on maintaining strike rate and improving consistency. Training on aggressive play can help.
N Rana,2181.0,1677.0,79.0,130.05366726296958,7.0,178.0,131.0,21.83333333333333,8.15267175572519,Player_387,27.60759493670886,0.7689133425034388,2,Solid mid-level performance. Target improving strike rate and converting starts into big scores.
N Saini,140.0,143.0,11.0,97.9020979020979,0.0,0.0,0.0,0.0,0.0,Player_388,12.727272727272727,1.0214285714285714,0,Focus on maintaining strike rate and improving consistency. Training on aggressive play can help.
NB Singh,0.0,0.0,0.0,0.0,1.0,18.0,25.0,4.166666666666667,4.319999999999999,Player_389,0.0,0.0,3,"Work on basic batting techniques, increasing run accumulation, and boosting confidence with more match practice."
ND Doshi,0.0,13.0,1.0,0.0,2.0,79.0,57.0,9.5,8.31578947368421,Player_390,0.0,13.0,3,"Work on basic batting techniques, increasing run accumulation, and boosting confidence with more match practice."
NJ Maddinson,20.0,21.0,3.0,95.23809523809524,0.0,0.0,0.0,0.0,0.0,Player_391,6.666666666666667,1.05,0,Focus on maintaining strike rate and improving consistency. Training on aggressive play can help.
NJ Rimmington,1.0,1.0,0.0,100.0,0.0,20.0,18.0,3.0,6.666666666666667,Player_392,1.0,1.0,3,"Work on basic batting techniques, increasing run accumulation, and boosting confidence with more match practice."
NK Patel,121.0,124.0,5.0,97.58064516129032,0.0,0.0,0.0,0.0,0.0,Player_393,24.2,1.024793388429752,0,Focus on maintaining strike rate and improving consistency. Training on aggressive play can help.
NL McCullum,26.0,23.0,3.0,113.04347826086956,0.0,35.0,30.0,5.0,7.0,Player_394,8.666666666666666,0.8846153846153846,0,Focus on maintaining strike rate and improving consistency. Training on aggressive play can help.
NLTC Perera,424.0,326.0,24.0,130.06134969325154,37.0,1031.0,715.0,119.16666666666669,8.651748251748252,Player_395,17.666666666666668,0.7688679245283019,0,Focus on maintaining strike rate and improving consistency. Training on aggressive play can help.
NM Coulter-Nile,82.0,75.0,10.0,109.33333333333331,52.0,1125.0,892.0,148.66666666666666,7.567264573991032,Player_396,8.2,0.9146341463414634,0,Focus on maintaining strike rate and improving consistency. Training on aggressive play can help.
NS Naik,31.0,53.0,4.0,58.490566037735846,0.0,0.0,0.0,0.0,0.0,Player_397,7.75,1.7096774193548387,3,"Work on basic batting techniques, increasing run accumulation, and boosting confidence with more match practice."
NT Ellis,18.0,19.0,2.0,94.73684210526316,5.0,148.0,108.0,18.0,8.222222222222221,Player_398,9.0,1.0555555555555556,0,Focus on maintaining strike rate and improving consistency. Training on aggressive play can help.
NV Ojha,1554.0,1360.0,74.0,114.26470588235291,0.0,0.0,0.0,0.0,0.0,Player_399,21.0,0.8751608751608752,2,Solid mid-level performance. Target improving strike rate and converting starts into big scores.
Navdeep Saini,33.0,38.0,4.0,86.8421052631579,23.0,928.0,657.0,109.5,8.474885844748858,Player_400,8.25,1.1515151515151516,3,"Work on basic batting techniques, increasing run accumulation, and boosting confidence with more match practice."
O Thomas,0.0,0.0,0.0,0.0,5.0,85.0,63.0,10.5,8.095238095238095,Player_401,0.0,0.0,3,"Work on basic batting techniques, increasing run accumulation, and boosting confidence with more match practice."
OA Shah,506.0,405.0,13.0,124.93827160493828,0.0,0.0,0.0,0.0,0.0,Player_402,38.92307692307692,0.8003952569169961,0,Focus on maintaining strike rate and improving consistency. Training on aggressive play can help.
